Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
1,97,28,2,34,1,0,0,1,0,0,0,0,0,0,0
1,302,16,1,16,0,1,0,0,0,0,0,0,0,0,0
1,146,32,2,38,0,0,2,0,0,0,0,1,0,0,0
0,384,10,11,34,1,2,1,0,3,2,1,0,0,0,0
1,431,8,10,60,2,1,3,0,0,0,1,0,0,0,0
0,359,2,4,14,1,0,0,0,0,0,0,0,0,0,0
1,160,12,3,22,1,0,0,0,1,0,0,0,1,0,0
1,115,14,1,14,0,1,0,0,0,0,0,0,0,0,0
1,186,2,10,36,1,1,2,0,1,2,1,0,0,0,0
1,455,6,11,50,2,2,3,0,1,0,2,0,0,0,0
1,310,10,2,14,0,0,0,1,0,0,0,0,0,0,0
1,233,16,2,20,1,1,0,0,0,0,0,0,0,0,0
0,292,16,2,22,0,0,2,0,0,0,0,0,0,0,0
0,121,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,246,22,2,24,0,1,1,0,0,0,0,0,0,0,0
1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,330,34,8,76,2,1,2,0,0,2,1,0,0,0,0
0,292,14,2,22,0,1,0,1,0,0,0,0,0,0,0
0,239,16,1,16,0,0,1,0,0,0,0,0,0,0,0
0,145,8,3,16,0,0,0,0,0,1,0,0,0,0,0
0,176,10,2,18,1,0,0,0,0,0,0,0,0,0,0
1,264,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,139,2,9,44,2,0,1,1,0,0,0,0,0,0,0
1,239,12,2,14,0,1,0,0,0,0,0,0,0,0,0
1,136,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,294,12,4,28,0,0,2,0,0,0,1,0,0,0,0
1,233,16,2,18,0,0,0,1,0,0,1,0,0,0,0
1,208,10,10,58,2,1,2,1,0,1,2,0,0,0,0
0,228,16,1,16,0,0,0,0,0,1,0,0,0,0,0
0,69,32,2,38,0,0,0,0,1,1,0,0,0,0,0
1,332,4,11,36,0,0,1,2,1,1,2,0,0,0,0
1,251,14,2,20,0,2,0,0,0,0,0,0,0,0,0
0,244,14,10,58,1,2,6,0,0,0,1,0,0,0,0
1,19,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,276,22,10,50,0,1,3,0,2,2,2,0,0,0,0
1,17,16,1,16,0,0,1,0,0,0,0,0,0,0,0
0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,207,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,275,16,4,32,1,1,0,0,0,2,0,0,0,0,0
1,302,6,12,40,1,1,2,0,0,1,2,0,0,0,0
1,85,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,77,10,2,14,1,0,0,0,0,0,0,0,0,0,0
1,100,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,300,10,3,18,1,0,0,0,0,0,1,0,0,0,0
0,244,8,2,12,0,0,0,0,0,0,0,0,0,0,0
0,277,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1,151,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,302,12,11,72,1,1,2,3,1,1,1,1,0,0,0
1,284,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,199,10,9,62,0,2,3,1,1,0,1,0,0,0,0
1,60,32,2,40,0,0,0,0,1,0,1,0,0,0,0
0,171,2,2,8,0,0,0,0,0,0,0,0,0,0,0
0,305,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,400,14,9,56,1,0,2,2,0,2,2,1,0,0,0
0,229,16,2,22,0,0,0,0,1,1,0,0,0,0,1
0,280,24,1,24,0,1,0,0,0,0,0,0,0,0,0
1,319,16,5,32,0,1,1,0,0,1,2,0,0,0,1
1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,451,14,11,80,1,2,5,0,0,1,2,0,0,0,0
1,129,14,2,20,0,2,0,0,0,0,0,0,0,0,0
1,238,2,10,40,0,0,3,1,1,0,2,0,0,0,0
0,42,6,2,10,0,0,0,0,0,0,0,0,0,0,1
0,151,16,2,22,0,0,1,0,1,0,0,0,0,0,0
1,67,30,2,36,0,0,0,1,0,1,0,0,0,1,0
1,158,2,2,8,0,0,0,0,0,0,0,0,0,0,0
0,173,6,3,22,0,0,0,1,0,0,1,0,0,0,0
1,259,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,335,4,4,26,0,1,0,0,0,1,1,0,0,0,0
1,41,18,2,20,0,1,0,0,0,1,0,0,0,0,0
1,84,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,368,6,9,42,1,2,1,0,1,0,1,0,0,0,1
1,242,34,3,42,2,0,0,0,0,0,1,0,0,0,0
1,18,24,1,24,0,0,0,0,1,0,0,0,0,0,0
1,400,2,12,62,2,1,2,0,1,1,4,0,0,0,0
0,400,10,7,32,0,0,1,1,0,1,3,1,0,1,1
0,215,2,6,16,0,0,1,0,0,0,0,0,0,0,1
1,214,6,3,20,0,0,1,0,0,0,0,0,0,0,0
1,250,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,66,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,70,8,4,22,1,0,0,2,0,0,0,0,0,0,0
0,138,34,2,36,1,0,0,0,1,0,0,0,0,0,0
0,33,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,246,12,9,44,1,1,2,1,0,1,2,1,0,1,1
1,351,2,8,44,1,0,2,0,1,0,1,0,0,0,0
1,198,12,6,34,2,0,1,1,0,0,1,0,0,0,0
1,69,22,1,22,1,0,0,0,0,0,0,0,0,0,0
0,414,2,9,24,1,0,0,0,1,1,1,0,0,0,1
1,67,14,1,14,0,0,0,0,0,1,0,0,0,0,0
0,78,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,279,20,6,44,0,1,0,0,2,1,2,0,1,1,1
1,190,6,6,42,0,1,0,0,0,0,1,0,0,0,0
1,248,28,1,28,1,0,0,0,0,0,0,0,0,0,0
0,425,12,10,64,1,0,3,1,2,1,1,2,1,1,0
1,84,24,1,24,0,0,0,1,0,0,0,0,0,0,0
1,302,2,1,2,0,0,0,0,0,0,0,0,0,0,1
1,347,4,4,14,0,0,0,1,0,0,0,0,0,0,0
0,225,14,4,34,0,1,1,1,0,1,0,0,0,0,0
0,271,2,6,34,1,0,1,1,1,0,0,0,0,0,0
1,128,30,1,30,1,0,0,0,0,0,0,0,0,0,0
1,182,16,5,42,2,0,0,0,1,1,1,0,0,0,0
1,299,12,7,38,1,2,1,0,1,0,0,0,0,0,0
1,277,14,11,68,1,1,1,1,2,0,4,0,0,0,0
1,197,16,12,60,3,2,1,0,2,1,3,0,2,0,0
1,167,14,3,24,0,1,1,0,1,0,0,1,0,0,0
1,231,12,2,14,0,0,1,0,0,0,0,0,0,0,0
0,322,24,3,36,0,0,1,0,0,0,2,0,0,0,0
0,196,18,2,22,0,0,1,0,0,1,0,0,0,1,0
1,136,10,2,12,0,0,0,0,0,0,0,0,0,0,1
1,197,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,252,32,5,60,2,1,0,0,0,0,2,0,0,0,0
0,269,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,120,2,3,20,1,0,0,0,0,0,0,0,0,0,0
0,230,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,36,8,2,14,0,0,1,0,0,0,0,0,0,0,0
0,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0
0,223,22,4,44,1,0,1,1,1,0,0,1,1,0,0
1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,0
0,272,10,9,60,1,2,2,0,0,0,3,0,0,0,0
1,314,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,226,28,1,28,0,0,1,0,0,0,0,0,0,0,0
1,158,14,5,38,1,0,1,1,0,2,0,1,0,1,0
0,107,30,1,30,0,0,1,0,0,0,0,0,0,0,0
0,108,14,5,42,2,0,1,1,0,1,0,0,0,0,0
1,69,20,1,20,0,0,1,0,0,0,0,0,0,0,0
0,209,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,226,4,2,8,0,0,0,0,0,0,0,0,0,0,1
1,37,6,2,8,0,0,0,0,0,0,0,0,0,0,0
0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,226,32,7,58,2,1,0,1,0,2,1,0,0,1,0
0,178,14,7,38,0,1,2,2,0,0,2,0,0,0,0
0,303,10,2,16,1,0,0,0,0,0,0,0,0,0,0
1,135,32,2,34,1,0,0,0,0,0,1,0,0,0,0
0,238,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,231,6,10,44,1,0,2,2,0,2,1,1,0,0,1
0,131,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1,217,16,11,82,3,0,3,3,1,1,0,0,0,0,0
1,303,12,2,20,1,0,0,0,0,0,0,0,0,0,0
1,42,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,382,2,11,30,2,0,3,1,0,0,1,1,0,0,0
0,301,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,284,6,9,50,2,1,3,0,0,0,1,1,0,0,0
1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,344,14,9,60,2,3,3,0,0,0,1,0,0,0,0
1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,275,16,2,24,0,0,0,0,0,1,1,0,0,0,0
1,282,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,126,2,4,18,1,0,0,0,0,0,0,0,0,0,0
1,182,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,282,16,1,16,0,0,0,1,0,0,0,0,0,0,1
1,140,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,366,34,6,56,1,1,2,0,0,0,2,1,0,0,0
1,103,22,2,26,0,0,1,0,0,1,0,0,0,0,0
0,344,12,3,22,0,0,2,0,0,0,0,1,0,0,0
1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,320,8,9,30,1,1,3,0,0,1,2,0,0,0,1
1,87,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,351,8,4,20,1,0,1,0,0,0,1,0,0,0,0
1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,134,26,2,28,0,2,0,0,0,0,0,0,0,0,0
1,216,8,2,14,0,1,0,0,0,0,0,0,0,0,0
1,355,14,8,30,2,0,4,0,1,1,0,0,0,0,0
0,455,12,11,66,2,0,3,4,0,0,1,1,0,0,0
0,262,10,2,12,0,0,0,0,0,0,0,0,0,0,0
1,153,12,7,46,0,0,1,1,3,0,1,0,0,0,0
1,246,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,249,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,322,14,2,22,1,0,0,0,1,0,0,0,1,0,1
1,177,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,257,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,190,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,281,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,323,26,2,34,1,0,0,0,0,1,0,0,0,0,0
1,100,14,2,22,1,0,0,0,0,0,0,0,0,0,0
0,322,6,7,34,1,0,2,0,1,0,2,0,0,0,0
1,169,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,287,20,2,24,0,1,0,0,0,0,1,0,0,0,0
0,372,14,6,40,2,0,2,0,1,0,1,0,0,0,0
0,384,34,7,50,3,2,1,0,0,0,1,0,0,0,0
0,315,14,6,44,1,0,0,1,2,1,1,0,0,0,0
1,183,12,11,62,3,2,3,1,0,0,1,0,0,0,0
1,67,30,1,30,0,0,0,0,0,0,1,0,0,0,0
1,127,16,2,22,0,0,0,1,0,0,1,0,0,0,0
0,348,6,4,22,2,0,0,0,1,0,0,0,0,0,0
1,227,26,6,38,1,1,1,0,0,0,3,0,0,0,0
1,82,32,1,32,0,0,0,0,0,1,0,0,0,0,0
1,201,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,128,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,221,14,2,22,0,0,1,0,0,1,0,0,0,0,0
1,192,18,4,36,0,0,3,0,1,0,0,0,0,0,0
0,30,12,2,14,0,1,0,0,0,0,0,0,0,0,0
0,326,2,4,18,0,1,0,0,0,0,0,0,0,0,0
1,116,2,6,28,0,1,1,1,0,1,0,0,0,0,0
1,341,12,7,44,1,1,2,1,1,0,0,1,0,0,0
1,246,8,7,36,0,2,0,1,1,0,1,0,1,0,0
1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,294,6,2,10,0,0,0,0,0,0,0,0,0,0,0
1,220,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,293,12,2,16,1,0,0,0,0,0,0,0,0,0,0
0,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,35,10,2,12,0,0,0,0,0,0,0,0,0,0,0
0,82,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,305,8,2,16,0,1,0,0,0,0,0,0,0,0,0
1,300,18,2,24,1,0,1,0,0,0,0,0,0,0,0
1,324,2,3,18,0,0,0,0,1,0,0,0,0,0,0
1,238,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,104,14,2,16,0,0,2,0,0,0,0,0,0,0,0
1,364,32,6,50,1,0,1,0,0,3,1,0,0,0,0
0,91,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,81,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,222,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,108,22,7,60,1,1,0,3,0,1,1,0,0,0,0
1,400,14,7,38,1,0,0,1,1,1,2,0,0,0,0
1,377,4,11,48,0,1,4,0,1,1,1,1,1,1,0
1,100,14,5,42,2,0,2,0,1,0,0,1,1,0,0
1,393,2,7,26,1,0,0,0,0,2,0,0,0,0,0
1,349,14,5,30,0,0,2,1,0,0,1,1,0,0,0
1,183,6,3,18,0,0,0,0,0,1,0,0,0,0,1
1,30,10,2,18,1,0,0,0,0,0,0,0,0,0,0
0,234,12,2,18,0,0,0,1,0,0,0,0,0,0,0
1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,256,16,2,20,1,0,0,0,0,1,0,0,0,0,0
1,199,12,2,18,0,0,0,1,0,0,0,0,0,0,0
1,231,32,10,72,2,0,5,3,0,0,0,0,0,0,0
1,321,2,7,34,2,1,1,0,0,2,0,1,0,2,0
1,260,14,2,16,1,0,1,0,0,0,0,0,0,0,0
0,296,4,4,16,1,0,0,0,0,0,0,0,0,0,0
1,53,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,350,20,5,38,1,1,1,2,0,0,0,1,0,0,0
1,302,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,67,4,4,14,0,0,1,0,0,0,0,0,0,0,0
1,310,32,12,99,2,2,2,2,0,0,4,0,0,0,0
0,219,14,5,40,2,1,1,0,0,0,1,0,0,0,0
1,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,64,10,2,16,0,0,0,0,0,1,0,0,0,0,1
0,245,14,2,20,0,0,0,1,0,0,0,0,0,0,0
1,311,24,12,70,3,3,3,0,0,1,2,0,0,0,0
1,163,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,341,14,5,34,0,2,2,1,0,0,0,1,0,0,0
1,267,28,2,36,0,0,1,0,0,1,0,0,0,0,0
1,227,24,2,30,1,0,1,0,0,0,0,0,0,0,0
1,275,6,4,28,0,0,0,2,1,0,0,0,0,0,0
1,192,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,317,2,2,6,0,0,0,0,0,0,0,0,0,0,0
0,227,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,215,10,8,42,0,2,1,1,1,1,1,0,0,0,0
1,133,16,3,22,1,1,0,0,0,0,1,0,0,0,0
1,75,10,2,16,1,0,0,0,0,0,0,0,0,0,0
0,193,10,6,28,0,1,1,0,2,1,0,0,0,0,0
0,250,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,116,6,5,28,1,0,0,0,1,0,0,0,0,0,1
1,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0
0,135,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,264,10,12,58,1,1,4,0,0,1,3,2,0,0,1
0,258,2,4,16,1,1,0,0,0,0,0,0,0,0,0
0,254,12,9,64,0,2,1,1,0,2,2,1,0,2,1
1,136,14,6,46,1,1,1,0,0,2,1,1,0,1,0
1,116,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,306,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,123,32,2,40,0,1,0,0,1,0,0,0,0,0,0
0,63,20,1,20,0,0,0,1,0,0,0,0,0,0,0
1,183,12,2,16,0,1,0,0,0,0,0,0,0,0,0
1,228,16,9,46,3,2,3,0,0,1,0,1,0,0,0
0,167,12,2,16,0,0,0,1,0,0,0,0,0,0,0
1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0
0,321,4,2,12,0,0,0,0,0,0,0,0,0,0,0
0,258,20,1,20,0,0,0,0,0,0,1,0,0,0,0
1,189,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,162,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,454,30,11,64,3,1,2,0,0,2,3,1,0,1,0
0,331,8,11,64,1,1,3,1,0,2,1,0,0,0,1
1,217,14,4,28,1,1,1,0,0,1,0,0,0,0,0
0,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,139,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,208,8,4,28,0,1,0,2,0,0,0,0,0,0,0
1,50,8,2,12,0,0,0,0,0,0,0,0,0,0,0
1,26,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,265,14,1,14,1,0,0,0,0,0,0,0,0,0,0
0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,178,12,2,14,0,1,0,0,0,0,0,0,0,0,0
1,304,16,1,16,0,0,0,1,0,0,0,0,0,0,0
1,293,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,20,10,1,10,0,0,0,0,0,0,0,0,0,0,1
0,190,16,2,20,0,0,1,0,1,0,0,0,0,0,0
1,63,2,2,4,0,0,0,0,0,0,0,0,0,0,0
0,129,14,2,22,0,0,0,0,1,1,0,0,0,0,0
1,302,14,1,14,0,0,0,0,1,0,0,0,0,0,0
1,421,14,12,50,1,1,1,1,3,2,2,0,0,0,0
1,396,28,7,50,1,0,2,0,2,1,1,1,1,1,0
0,199,32,2,34,0,2,0,0,0,0,0,0,0,0,0
1,270,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,185,14,5,42,0,1,2,0,0,0,1,1,0,0,0
1,143,8,2,14,0,1,0,0,0,0,0,0,0,0,0
1,174,20,2,24,1,0,0,0,1,0,0,0,0,0,0
1,397,8,11,70,3,1,1,0,1,2,2,0,0,0,1
1,169,28,4,42,1,0,2,1,0,0,0,0,0,0,0
1,71,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,251,8,6,36,2,0,0,1,1,1,0,0,0,0,0
0,131,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,102,6,1,6,0,0,0,0,0,0,0,0,0,0,1
1,85,24,2,32,0,0,1,0,0,0,1,0,0,0,0
0,290,8,2,10,0,0,0,0,0,0,0,0,0,0,0
1,127,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,153,16,10,36,2,0,4,0,2,1,1,0,0,0,0
1,64,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,240,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,303,12,1,12,0,0,0,0,0,0,0,0,0,0,1
1,226,12,10,44,1,1,3,1,0,1,2,1,0,1,0
0,227,16,1,16,0,0,0,0,0,1,0,0,0,0,0
1,243,26,9,56,1,2,2,1,0,0,3,0,0,0,0
1,108,2,2,4,0,0,0,0,0,0,0,0,0,0,0
0,224,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,234,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,269,24,1,24,1,0,0,0,0,0,0,0,0,0,0
1,76,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,309,34,2,40,0,1,0,1,0,0,0,0,0,0,0
1,88,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,142,16,8,34,2,0,4,1,0,1,0,1,0,0,0
1,316,10,2,14,0,0,1,0,0,0,0,0,0,0,0
1,213,16,7,54,2,0,3,0,0,1,1,0,0,0,0
1,76,6,2,12,0,0,0,0,0,0,0,0,0,0,0
1,129,22,1,22,0,0,1,0,0,0,0,0,0,0,0
1,331,14,8,30,2,0,2,2,2,0,0,1,1,0,0
1,199,14,5,34,3,0,1,0,0,1,0,0,0,0,0
1,365,12,6,46,2,1,0,0,0,0,2,0,0,0,0
1,80,18,2,24,1,0,1,0,0,0,0,0,0,0,0
0,208,6,2,12,0,0,0,0,0,0,0,0,0,0,1
1,46,14,2,20,1,0,0,1,0,0,0,0,0,0,0
1,200,4,2,10,0,0,0,0,0,0,0,0,0,0,0
0,406,4,12,68,3,2,2,2,1,0,0,1,0,0,0
0,311,2,9,24,1,1,2,0,1,0,0,0,0,0,1
1,458,6,11,48,3,0,1,1,1,2,0,1,0,1,0
0,312,14,2,20,1,0,0,0,0,0,0,0,0,0,1
1,203,2,2,6,0,0,0,0,0,0,0,0,0,0,1
1,79,30,2,34,0,0,1,0,0,0,1,0,0,0,0
1,170,32,8,54,2,1,0,2,1,0,2,0,0,0,0
1,461,10,11,66,3,0,2,2,0,1,1,0,0,0,0
1,210,30,2,34,0,1,0,0,0,1,0,0,0,1,0
1,247,12,2,18,1,0,0,0,0,0,0,0,0,0,0
0,247,14,3,22,1,0,1,0,0,1,0,0,0,0,0
1,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,69,4,2,10,0,0,0,0,0,0,0,0,0,0,0
0,223,12,11,72,1,1,2,2,1,2,1,0,0,0,0
1,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,138,8,8,38,2,0,2,1,0,0,0,0,0,0,0
1,227,20,2,26,0,0,0,0,0,0,2,0,0,0,0
1,415,10,12,68,3,0,2,1,1,2,2,0,0,0,0
1,276,32,7,64,1,0,5,0,1,0,0,1,0,0,0
1,39,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,165,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,424,12,12,68,4,0,2,0,2,0,3,1,1,0,0
1,257,14,3,22,2,1,0,0,0,0,0,0,0,0,0
1,325,16,2,18,0,0,0,0,0,1,1,0,0,0,0
1,247,14,12,64,2,0,2,1,1,0,5,1,0,0,0
1,216,8,2,16,1,0,0,0,0,0,0,0,0,0,0
0,193,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,275,24,1,24,1,0,0,0,0,0,0,0,0,0,0
1,184,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,303,18,2,22,0,0,0,1,0,0,1,0,0,0,0
1,80,10,2,18,1,0,0,0,0,0,0,0,0,0,0
1,263,16,2,22,0,0,1,1,0,0,0,0,0,0,0
1,73,16,2,24,0,0,0,1,0,0,1,0,0,0,0
1,46,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,263,10,3,24,0,0,0,0,1,0,0,0,0,0,0
1,282,10,7,28,0,2,1,1,1,1,0,0,0,0,0
0,17,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,407,14,8,34,1,1,1,1,1,1,2,0,0,0,0
1,192,18,6,38,1,0,3,1,0,0,1,0,0,0,0
0,233,8,2,14,1,0,0,0,0,0,0,0,0,0,0
1,359,12,12,78,2,1,2,1,2,1,2,1,1,1,0
1,300,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,154,16,8,36,3,2,0,0,1,2,0,0,0,0,0
1,195,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,187,6,11,38,2,0,3,2,0,0,1,1,0,0,1
1,314,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,268,12,2,16,1,0,0,0,0,0,0,0,0,0,0
1,123,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,156,16,2,18,0,0,1,0,1,0,0,0,0,0,0
1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,299,12,6,28,1,0,2,1,0,1,0,1,0,1,0
1,255,4,1,4,0,0,0,0,0,0,0,0,0,0,0
0,323,16,6,44,0,1,1,0,2,2,0,0,0,0,0
1,133,6,2,12,0,0,0,0,0,0,0,0,0,0,0
0,206,16,4,36,0,0,1,0,1,1,1,0,0,0,0
1,310,30,2,36,0,0,0,1,0,1,0,0,0,0,1
1,27,20,1,20,0,0,0,0,0,0,1,0,0,0,0
1,189,4,11,30,0,1,0,0,0,1,1,0,0,1,1
1,364,2,9,42,1,1,0,2,0,0,0,0,0,0,0
1,92,8,4,30,0,1,1,0,0,0,1,0,0,0,0
0,136,2,2,8,0,0,0,0,0,0,0,0,0,0,1
1,167,8,2,14,1,0,0,0,0,0,0,0,0,0,1
1,159,10,2,14,0,0,0,0,1,0,0,0,0,0,1
0,72,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,41,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,194,10,3,16,0,0,1,0,0,0,0,0,0,0,0
0,82,14,2,16,1,0,0,0,0,0,0,0,0,0,0
1,132,16,6,30,2,1,0,1,0,1,1,0,0,0,1
1,152,16,1,16,0,0,0,0,0,0,1,0,0,0,0
0,207,4,11,60,1,1,3,1,2,0,0,1,2,0,0
1,313,16,12,62,2,3,0,1,2,1,3,0,0,0,0
1,259,14,2,22,0,0,2,0,0,0,0,1,0,0,0
1,127,2,3,12,0,0,0,0,0,0,0,0,0,0,0
1,346,2,10,52,2,1,2,0,0,2,2,0,0,0,0
1,220,2,2,6,0,0,0,0,0,0,0,0,0,0,0
0,296,14,1,14,0,0,0,0,0,0,0,0,0,0,0
0,116,14,2,20,1,0,1,0,0,0,0,1,0,0,0
1,160,18,2,26,0,0,1,0,1,0,0,0,0,0,0
1,332,8,7,42,3,0,1,0,0,1,1,1,0,1,0
0,207,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,51,36,1,36,0,0,0,1,0,0,0,0,0,0,0
1,239,16,1,16,1,0,0,0,0,0,0,0,0,0,0
1,72,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,362,2,6,20,1,0,0,0,0,0,1,0,0,0,0
1,108,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,97,6,2,12,0,0,0,0,0,0,0,0,0,0,0
0,86,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,291,4,7,40,0,2,0,1,0,1,0,0,0,0,1
1,262,28,10,80,3,0,2,3,0,1,1,1,0,1,0
1,415,12,9,60,1,0,2,2,1,2,0,0,0,0,0
1,177,14,1,14,0,0,1,0,0,0,0,0,0,0,0
1,174,14,4,28,2,0,0,1,0,1,0,0,0,0,0
1,81,12,2,20,1,0,0,0,0,0,0,0,0,0,0
1,42,32,2,36,0,0,0,0,0,1,1,0,0,0,0
0,318,4,7,44,0,1,2,1,1,1,0,1,1,1,0
1,195,16,2,18,1,0,1,0,0,0,0,0,0,0,0
1,235,2,10,52,2,2,2,0,0,0,2,0,0,0,1
0,72,8,4,20,0,1,1,0,1,0,0,0,0,0,0
1,291,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,173,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,193,34,11,82,5,0,3,0,0,2,1,1,0,2,0
